Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
0009_warmal_19380527_0001_42,ترباوا ݢاي عرب، تتافي کباڽقکن بلوم,ترباوا ݢاي عرب، تتافي کباڽقکن بلوم,0.9582372053804076,ترباوا ݢاي عرب، تتافي کباڽقکن بلوم,PRED
UM-1963-08-17-06-14-Column-40-9,اکن دمنتا,اکن دمنتا,0.8020748081616638,اکن دمنتا,PRED
0010_warmal_19380527_0002_108,وايڠ بݢيمان باڽق ددفاتي,وايڠ بݢيمان باڽ ددفاتي,0.8852129644195276,وايڠ بݢيمان باڽ ددفاتي,PRED
UM-1963-08-16-04-8-Column-26-44,تيݢ کرتس کرج دکموکاکن اوله تيݢ سيسوا، لفاسن يونيبرسيتي ازهر دان,تيك کرتس کرج دکموکن اوله تيک سيسوا لفاس يونبورسي ازهر دان,0.8013787456532346,تيك کرتس کرج دکموکن اوله تيک سيسوا لفاس يونبورسي ازهر دان,PRED
WM-1933-08-02-0002_6_Column-6-65,الرسالة البديعه، فصل القضية في,الرسالة البديعه، فصل القضية في ,0.9622368958053992,الرسالة البديعه، فصل القضية في ,PRED
0008_warmal_19380526_0002_44,دالم بهاسڽ تراوتام حکاية٢ دان,دالم بهاس تراوتام حکاية٢ دان,0.9099789335739445,دالم بهاس تراوتام حکاية٢ دان,PRED
0004_warmal_19380301_0002_126,کفداڽ.,کفدان,0.5766708158887086,کفدان,PRED
WM-1933-08-02-0006_31_Column-30-45,اد مڠرتي رومه اين بوکنڽ سهاج,اد مغرتي رومه اين بوکنڽ سهاج,0.9530149955663257,اد مغرتي رومه اين بوکنڽ سهاج,PRED
0005_warmal_19380420_0001_97,سفاسڠ ݢلڠ کاکي دان دوا بنتوق چنچين.,سفاڠ ݢلڠ کاکي دان دوا بنتوق چنچين. ,0.9005497679676608,سفاڠ ݢلڠ کاکي دان دوا بنتوق چنچين. ,PRED
0005_warmal_19380420_0001_28,سديکالا جوݢ اي برکهندقکن کڤد,سديکالا جوݢ اي برکهندقکن کڤد,0.8865902041218122,سديکالا جوݢ اي برکهندقکن کڤد,PRED
UM-1963-08-17-05-19-Column-37-19,"اڠݢريس، ""مک اورڠ٢ دولايه","""کركس. ""مك اورڠ 2 دولاريه""",0.6150408240062186,"""کركس. ""مك اورڠ 2 دولاريه""",PRED
0004_warmal_19380301_0002_32,راج فري کچنتيقکن، اکو سده.,راڠ فاري کچليقکن، اکو مده ,0.749504999803695,راڠ فاري کچليقکن، اکو مده ,PRED
UM-1963-08-17-02-7-Column-35-25,منافيکن بريتا يڠ مڠتاکن نݢري,ماڤياين برتيا يڠ مڠتاکي تکري,0.6563986265128803,ماڤياين برتيا يڠ مڠتاکي تکري,PRED
0006_warmal_19380420_0002_11,"برتوکر بارڠ٢ نݢريڽ ايت?"" -"," برتوکر بارڠ٢ نݢرين ايت?""""",0.8112640522331817," برتوکر بارڠ٢ نݢرين ايت?""""",PRED
WM-1933-08-02-0008_44_Column-42-35,کمبڠڽ اݢام مسيحي ايت تيدقله,کمبڠ اکام مسيحي ايت تيدقله,0.9048092468003862,کمبڠ اکام مسيحي ايت تيدقله,PRED
0010_warmal_19380527_0002_57,کتاڽ!,کتاڽ!,0.9225499553377923,کتاڽ!,PRED
UM-1963-08-16-03-40-Column-20-37,اورڠ فنونتون دان سموا فوڠتن,الورق فنونون دان سمر فونن,0.6716980377777315,الورق فنونون دان سمر فونن,PRED
0010_warmal_19380527_0002_125,LITTLE LIVER PILLS,Little Liver Pills,0.9018718431305576,Little Liver Pills,PRED
0010_warmal_19380527_0002_82,ملايو هڠک ببراف لام سفرت حکاية٢,ملايو هڠك ببراف لام سفرت حکاية٢,0.9508576931789674,ملايو هڠك ببراف لام سفرت حکاية٢,PRED
0005_warmal_19380420_0001_46,يڠلورس دان بنر ڤد کتيک کچيلمو نسچاي,يڠلورس دان بنر ڤد کتيك کچيلمو نسچاي,0.923703963251381,يڠلورس دان بنر ڤد کتيك کچيلمو نسچاي,PRED
0005_warmal_19380420_0001_115,کمس يڠ اد ڤداڽ. کمدين مريکئيت فون,کمس يڠ اد فداڽ. کمدين مريكئيت فون ,0.8859133526725922,کمس يڠ اد فداڽ. کمدين مريكئيت فون ,PRED
0007_warmal_19380526_0001_103,حال ايت کڤد انقڽ دان ستله دسياست مک,حال ايت کڤد انقڽ دان ستله دسياست مك,0.8752346803726743,حال ايت کڤد انقڽ دان ستله دسياست مك,PRED
WM-1933-08-02-0006_30_Column-29-68,سکالي دان لمڤو٢ يڠبرورن تله دڤاسڠ,سکالي دان لمڤ٢ يڠبرورن تله دڤاسڠ,0.8742787684181591,سکالي دان لمڤ٢ يڠبرورن تله دڤاسڠ,PRED
WM-1933-08-02-0001_3_Column-3-50,مخلوق يڠلاين دالم ڤڠرنيأن دان,مڠلوڠ يڠلاين دالم ڤڠرنيأن دان. ,0.818062429851088,مڠلوڠ يڠلاين دالم ڤڠرنيأن دان. ,PRED
UM-1963-08-24-07-24-Column-59-62,سمنتارا ايت فوان رحمه جوݢ,مڠنارا ايت فوان رحم جوك,0.6136467323325938,مڠنارا ايت فوان رحم جوك,PRED
WM-1933-08-02-0004_23_Column-22-35,افة برلاتيه کڤد تولڠ منولڠ مک واجب,افة برانيه کڤد تولڠ منولڠ مك واجب,0.8146627361168726,افة برانيه کڤد تولڠ منولڠ مك واجب,PRED
0004_warmal_19380301_0002_93,فرمفوان ايت سرت دچيومڽ تاڠن,فرسفوان ايت سرت دجيمن تاڤن,0.8063134095834038,فرسفوان ايت سرت دجيمن تاڤن,PRED
UM-1963-08-14-05-34-Column-9-42,باپق سکالي برسوڠة تنتڠ,تياني سكالي برسونا تتنتخ,0.6498231485419473,تياني سكالي برسونا تتنتخ,PRED
WM-1933-08-02-0003_12_Column-12-16,دسببکن اوله ڤرومڤق٢ لاوت,دسيبکن اولة ڤرومڤ٢ لاوت ,0.7878301291394182,دسيبکن اولة ڤرومڤ٢ لاوت ,PRED
0010_warmal_19380527_0002_75,کفد اورڠ ملايو، تياد فصل راج٢،,کفد اورڠ ملايو، تياد فصل راج٢، ,0.9871320138790657,کفد اورڠ ملايو، تياد فصل راج٢، ,PRED
WM-1933-08-02-0002_8_Column-8-61,بڠمليا سرت مريد٢ دان ڤڠيکوت٢ڽ,بڠمليا سرت مريد٢ دان ڤڠيکوت٢,0.9154094086732504,بڠمليا سرت مريد٢ دان ڤڠيکوت٢,PRED
UM-1963-08-23-09-20-Column-57-9,فرتنديڠن اخر سيفق راݢ,فرنتنديڠ اخر سيڠ راک,0.7658927431702013,فرنتنديڠ اخر سيڠ راک,PRED
0006_warmal_19380420_0002_6,"""بوليکه فواسهاتي نݢري٢ يڠ","""بوليکه فواساتي نكري"". يڠ",0.7441789369076932,"""بوليکه فواساتي نكري"". يڠ",PRED
WM-1933-08-02-0004_25_Column-24-20,دولي يڠمها مليا سلطان ڤهڠ يڠمودا,دولي يڠمها مليا سلطان ڤهڠ يڠمودا,0.9065675515436702,دولي يڠمها مليا سلطان ڤهڠ يڠمودا,PRED
UM-1963-08-17-03-7-Column-33-1,بارڠ سياف يڠ ايڠين مڽرتأي کورسوس,ارڠ سفاڽ ايڠين ميتاڽ کوروس,0.6802897048417392,ارڠ سفاڽ ايڠين ميتاڽ کوروس,PRED
WM-1933-08-02-0005_29_Column-28-13,دان ڤديه ڤد ماس کيت اين.,دان قديه قد ماس کيت اين. ,0.9076812171937519,دان قديه قد ماس کيت اين. ,PRED
WM-1933-08-02-0008_44_Column-42-9,يڠدمکين چوباله تيڠوق بکس اݢام,تڠدمکين چوباه تيڠوق بکس اکام,0.7075825102420427,تڠدمکين چوباه تيڠوق بکس اکام,PRED
0010_warmal_19380527_0002_135,اتوران مڠݢو ناکن:,اتوران مڠݢوناکن: ,0.9360961723420118,اتوران مڠݢوناکن: ,PRED
WM-1933-08-02-0006_30_Column-29-63,اڤي٢ دالم تمڤة مناري تله داوبهکن,ايي٢ دالم تمثة مناري تله داوبهکن,0.853019690803284,ايي٢ دالم تمثة مناري تله داوبهکن,PRED
WM-1933-08-02-0008_43_Column-41-4,(سمبوڠن درڤد موک5),(سمبوڠن درڤد موك٥),0.8825581799601628,(سمبوڠن درڤد موك٥),PRED
0007_warmal_19380526_0001_106,ايت دفربوات درڤد تمباݢ دان اي تياد,ايت دفربوات درڤد تمباݢ دان اي تياد,0.9429325754386078,ايت دفربوات درڤد تمباݢ دان اي تياد,PRED
WM-1933-08-02-0008_46_Column-44-5,ويملک بعد قحطن نبي,وبملك بعد قحطن تبي,0.7974277443733747,وبملك بعد قحطن تبي,PRED
WM-1933-08-02-0008_44_Column-42-75,مريکئية مڠالهکن اعتقأد٢ اورڠ فرسي.,مريكئية مڠالهکن اقتقأ٢ اورڠ فرسي. ,0.7535516156719985,مريكئية مڠالهکن اقتقأ٢ اورڠ فرسي. ,PRED
0010_warmal_19380527_0002_127,سمنجق دݢوناکن ببراف تاهون. فيل,سمنجق دݢوناکن ببراف تاهون. فيل,0.9352713823933082,سمنجق دݢوناکن ببراف تاهون. فيل,PRED
UM-1963-08-16-08-23-Column-30-2,فرجواڠن مڠمبڠکن بهاس کبڠسأن,فرجووان مڠميفکن بهاس کڠسأڽ,0.6291006378951988,فرجووان مڠميفکن بهاس کڠسأڽ,PRED
WM-1933-08-02-0001_3_Column-3-43,تجلي (ڽات) دان کعاديلن دان,تجلي (يات) دان کعاديان دان,0.820078015775295,تجلي (يات) دان کعاديان دان,PRED
0006_warmal_19380420_0002_68,ايت مک تيدقله بوله دفيکرکن بهوا,ايت مك تيدقله بوله دفيکرکن بهوا,0.9375601640674689,ايت مك تيدقله بوله دفيکرکن بهوا,PRED
UM-1963-08-16-04-8-Column-26-12,"""قصص الانبياء"" دباڠونن معهد المحمود، الور ستار فد 2 اوݢسة يڠ لالو.","""قصص الإنجليا"" داکوون معهد المحمود، الور ستار 2 اوكس بيج لاولو.",0.6107995430727405,"""قصص الإنجليا"" داکوون معهد المحمود، الور ستار 2 اوكس بيج لاولو.",PRED
0004_warmal_19380301_0002_91,تنتوله لايق توان منريما هديهڽ,نتوله لايق ثوان منريما هديهن,0.803962891637484,نتوله لايق ثوان منريما هديهن,PRED
0005_warmal_19380420_0001_89,برنام احمد بن علي منچوب هندق منجوال,برنام احمد بن علي منچوب هندق منجوال,0.9515121509328605,برنام احمد بن علي منچوب هندق منجوال,PRED
0006_warmal_19380420_0002_19,سمولا فرنتاهن کراجأن يڠ دکواسکن,سمولافرتاهن کراجأن يڠ دکواسکن,0.9207125848566347,سمولافرتاهن کراجأن يڠ دکواسکن,PRED
UM-1963-08-14-06-5-Column-9-10,"""کبيباسن دان ديموقراسي تله","""کيباسيا دان ديمورفاسن تله""",0.5691012440816542,"""کيباسيا دان ديمورفاسن تله""",PRED
WM-1933-08-02-0006_32_Column-31-16,سئورڠ فرمڤوان اد منوليس :ـ,ـستورڠ فرمڤوان اد منوليس;-,0.8321352123583565,ـستورڠ فرمڤوان اد منوليس;-,PRED
UM-1963-08-14-03-19-Column-2-24,سرامي 20 اورڠ فکرج شريکة,سرامي 20 اورڠ فنچ شرکت,0.6802837995980975,سرامي 20 اورڠ فنچ شرکت,PRED
UM-1963-08-14-08-1-Column-13-34,تانه ملايو. أ. محمد شهاربرمحمد جالي مپتاکن دسيني بهوا فارتي,الله من اللوب. 1. محمد شهاب بن محمد جاليتي ميتاکن دسيسي بهوا فارتي,0.6890983462446232,الله من اللوب. 1. محمد شهاب بن محمد جاليتي ميتاکن دسيسي بهوا فارتي,PRED
0001_warmal_19380105_0001_42,الله تله مڠامڤونکنڽ ارتيڽ الله تله,الله تله مڠامفونکنڽ ارتيڽ الله تله ,0.8650907097682917,الله تله مڠامفونکنڽ ارتيڽ الله تله ,PRED
0010_warmal_19380527_0002_15,اورڠ فوتيه درفد مولة اورڠ٢ توا,اورڠ فوتيه درفد مولة اورڠ٢ توا,0.977054045204609,اورڠ فوتيه درفد مولة اورڠ٢ توا,PRED
UM-1963-08-23-03-8-Column-53-3,لاتيهن تاتو,لايتهن تانو,0.7597832512269859,لايتهن تانو,PRED
UM-1963-08-23-07-33-Column-59-39,دسمبوڠکن فڠݢمبارانڽ ددالم,دستمکن فلکسراوان داللم,0.4700405938247965,دستمکن فلکسراوان داللم,PRED
0010_warmal_19380527_0002_100,18. ايسيڽ کارڠن٢ بهارو اين,18. ايسيڽ کارڠن٢ بهارو اين,0.9316151600847881,18. ايسيڽ کارڠن٢ بهارو اين,PRED
0010_warmal_19380527_0002_79,فد بهاݢين لام تادي بلوم اد يڠ,فد بهاݢين لام تادي بلوم اد يڠ,0.9357860857742905,فد بهاݢين لام تادي بلوم اد يڠ,PRED
WM-1933-08-02-0002_8_Column-8-29,اي ترلالو برحاجة کڤد سئورڠ ڤمبايک,اي ترلالو براحة کڤد سئورڠ قمبايك,0.8209773687872187,اي ترلالو براحة کڤد سئورڠ قمبايك,PRED
WM-1933-08-02-0007_42_Column-40-87,عبد الجليل تله بکرج دباوه توان بارنس,عبدالجليل تله بکرج دباوهتوان بارنس,0.9395534103674791,عبدالجليل تله بکرج دباوهتوان بارنس,PRED
0010_warmal_19380527_0002_72,اتو ترکي مودن، سبب ايت تنتوله,اتو ترکي مودن، سبب ايت تنتوله ,0.9229306491215444,اتو ترکي مودن، سبب ايت تنتوله ,PRED
0006_warmal_19380420_0002_69,ݢرية بريتن ترتيڠݢل دبلاکڠ کلق,کرية برين ترتيبکل دبلا کڠ کلق.,0.804930545938809,کرية برين ترتيبکل دبلا کڠ کلق.,PRED
0004_warmal_19380301_0002_40,تيدق برکنن مليهتکن ݢمبر٢ فرمفوان,تيدق برکنن مليهتکن اکمبر٢ فرموان,0.8383341103411591,تيدق برکنن مليهتکن اکمبر٢ فرموان,PRED
WM-1933-08-02-0006_35_Column-34-95,بوڠا اڤي خاص دڤسن دري,بوڠاڤي خاص دڤسن دري,0.8362697768447468,بوڠاڤي خاص دڤسن دري,PRED
0009_warmal_19380527_0001_72,دبيرکن تيڠݢل دالم سورتخبر٢ اتو,ديبرکن تيڠݢل دالم سورتخبر٢ انو,0.8878557184787749,ديبرکن تيڠݢل دالم سورتخبر٢ انو,PRED
0002_warmal_19380105_0002_18,(بڠسا٢ اسيڠ).,(بڠسا٢ (تيڠ)). ,0.7475925221967823,(بڠسا٢ (تيڠ)). ,PRED
0010_warmal_19380527_0002_13,فلايرانڽ، ميسا ملايو، ببراف چريتا٢,فلايرانڽ، ميسا ملايو، ببراف چريتا٢,0.9210583644877384,فلايرانڽ، ميسا ملايو، ببراف چريتا٢,PRED
0002_warmal_19380105_0002_130,دسبوتکن ددالم بوکو طرف,دسبوتکن ددالم بوکو طرف,0.8986442783891346,دسبوتکن ددالم بوکو طرف,PRED
UM-1963-08-17-05-23-Column-37-1,کران داوݢة,مران داوة,0.6785167695258454,مران داوة,PRED
WM-1933-08-02-0006_35_Column-34-10,يڠکسڤوله., يڠکسفوله ,0.7644542750895345, يڠکسفوله ,PRED
0005_warmal_19380420_0001_30,(121) بهواسڽ مڠنڠ بودي اية مننجوقکن,(121) بهواسڽ مڠنڠ بودي اية منجوقن,0.9291984240316562,(121) بهواسڽ مڠنڠ بودي اية منجوقن,PRED
0009_warmal_19380527_0001_101,تأهضم ايت بوله دکتهوي دري مولاڽ افبيل براس,تأهضم ايت بوله دکتهوي دري مولان افبيل براس,0.9045583351388062,تأهضم ايت بوله دکتهوي دري مولان افبيل براس,PRED
WM-1933-08-02-0003_18_Column-17-36,روس ممبنساکن تمڤت ايت سلما 18,11 روس ممبنساکن تمڤت ايت سلا 18,0.7512729717048736,11 روس ممبنساکن تمڤت ايت سلا 18,PRED
