ground_truth,prediction,confidence
چمڤوران هوبت٢ مک بوکنڽ هوبت٢,چمڤوران هوبت٢ مک بوکنڽ هوبت٢,0.923948185677009
ايت يڠ ممبري مضرة دان يڠ ساله,ايت يڠ ممبري مضرة دان يڠ ساله,0.9843942571939308
جادي فناور ايت جادي راچون درايت,جادي فناور ايت جادي راجون درايت,0.9387408650654857
ايله درفد فربواتن مأنسي سنديري.,ايله درفد فربواتن مأنسي سنديري,0.9527726285867253
ميلک دان اونتوق دي ايت.,ميالک دان اونتوق دي ايت,0.9531233519038295
کمدين ليهتله ڤراسأن٢ هلوب,کمدين ليهتهle قراسأن٢ هلوب,0.8572717103039126
ممباوا ماسوق دان کلوار حاصل٢,ممباوا ماسوق دان کلوار حاصل٢,0.9266001302148589
(سمبوڠنڽ ڤد موک 6),سمبوڠنڤد موک 5,0.8690818941545145
.وفاة سترڠ٢ فليتا مصر اسلام,وفاة سترڠ٢ فليتا مصر اسلام,0.9561735218837666
کتاکوتن اوله ڤرخبران وفاة سباتڠ,کتاکوتن اوله ارخبران وفاة سباتڠ,0.9481201323441711
اصل تصوف دان سبسر٢ علماء ايله,أصل تصوف دان سبسر٢ علماء ايله,0.9582546330804185
کڤد اݢام مڠمبڠکن علم دان ممراڠي,کڤد اݢام مڠبڠکن علم دان ممراڤي,0.9641428421716196
کاروت٢ دان کسلاهن٢ هڠݢک تله,کاروت٢ دان کسلاهن٢ هڠݢ تله,0.9962277189423211
مريد يڠتله منداڤت ڤندوان درفد,مريد يڠتله منداڤت ڤندوان درفد,0.9535626484000321
ڤندوانڽ دان تله مڠيکوت اکن فعل,ڤندوانڽ دان تله مڠيکوت اکن فعل,0.9883922888891011
ڤراڠيڽ يڠ بايک دان مڠيکوت تلادنڽ,فراغين يڠ بايک دان مڠيکوت تلادنڽ,0.8893322263615056
تتکل اي تله سمبهيڠ جمعت کمدين,تتکل اي تله سمبهيڠ جمعت کمدين,0.9440633022775511
دتڠه٢ کڤلا نݢري دان سݢل چروق,دتڠه٢ کڤلا نݢري دان سݢل جروق,0.9767068069178322
برلمبا٢له سڤرهمڤونن بسر درڤد,برلبا٢له سڤرهنون بسر درڤد,0.8744749258842012
10،000 اورڠ دان تيڤ٢ اورڠ اية مناڠيس,10000 اورڠ دان تيف٢ اورڠ اية مناڠيس,0.9494040907212119
فيلو راون اين ايله کملاڠن مڠنأي,فيلا راون اين ايله کملاڠن مڠنأي,0.8902190769559927
درڤد اورڠ٢ عالم اسلام يڠترمشهور,درافن اورڠ ٢ عالم اسلام يڠتر مشهور,0.8969610520084994
هجرة 1274 دان منکل اي تله بسر,هجرة 1274 دان منکل اي تله بسر,0.9976734114615267
مڠلولاکن ڤرکارا٢ دان ڤکرجأن٢,مڠلولاکن ڤرکارا٢ دان فکرجأن٢,0.990198363637743
قوم کلوارݢاڽ دالم بهاݢين تنامن دان,قوم کلوارݢان دالم بهاݢين تتامن دان,0.9389173223145786
اي تله ماسوق مڠاجي دالازهرالشريڤ,اي تله ماسوق مڤاجي دالازهرالشريڤ,0.8534307408952587
دان ادله الله يرحم اين ممبري ڤلاجران٢,دان ادلهال يرحم اين ممبري ڤلاجران٢,0.8786230539799587
فرسکتوان شرعيه دان اي تيدق,فرسکتوان شرعيه دان اي تيدق,0.9785335877860694
ممفاداکن ڤڠاجران٢ڽ دالازهر دان,ممفاداکن ڤڠاجران٢ڽ دالازهر دان,0.8917862556094123
ادله اي برديري مڽمڤرناکن بهاݢينڽ,ادله اي بوديري مڽمڠرناکن بهاݢينڽ,0.9280530889788168
يڠچوکڤ درڤد کارڠنڽ دراية اي تله,يڠچوکڤ درڤدکارڠن درايةاني تله,0.9359335827974582
في النشأة الفخيمة الخديويه، حاشية على,في النشأةالفنخيمة الغديويه حاشية على,0.8956094250171608
مجموع الامير، اتحاف الکائنات،,مجموع الامير اتعاف الکائنات,0.8401246293283667
"ايت ""شرح سنن الامام المحدث ابي",ايت شرح سنن الامام المحدث ابي,0.9420924843491728
ايله بربتولن دڠن ماس سمڤي حکومن,ايله بربتولن دڠن ماس سمڤي حکومن,0.949131284621265
کسڠݢوهن مڠاسوه انق٢ڽ يڠترفوجي,کسڠݢوهن مڠاسوه انق٢ڽيشترفوجي,0.8804022769650749
دان ادبڽ ايله انق٢ڽ ايت الاستاذ,دان ادبا ايله انق٢ ايت الاستاذ,0.8384920003381404
عبدالحکيم خطاب ݢورو مدرسة,عبدالحکيم خطاب ݢورو مدرسة,0.9824184512534552
جنازهڽ تله داوسڠ اوله برڤوله٢,جنازهڽ تله داوسڠ اوله برڤوله٢,0.9440526100746488
دراسأي اوله مصر ڤد سوات وقت يڠ,دراسأي اوله نصرڤد سوات وقت يڠ,0.893101558312385
يڠ برچنتا اکن کماتينڽ ايت صبر دان,يڠ برچنتا اکن کماتينڽ ايت صبر دان,0.9497527339546289
جوݢ تله دجمڤأي دان دسلامتکن,جوݢ تله دجمڤأي دان دسلامتکن,0.9885708058421058
يڠترلالو چنتيق.,يڠترلاو رنتيق,0.8860656469910188
تارين٢ تيمور يڠ برجناک,تارين٢ تيمور يڠ برجناک,0.9603501169764475
هندق مڠهاڤوسکن ڤرومڤق لاوت.,هندق مڠهاڤوسکن ڤروڤق لاوت,0.9044103544078245
کچرݢاسن مريک دلاوت٢ يڠ,کچرژاسن مريک دلاوت٢ يڠ,0.9543348068122708
عسکر يڠ برتنتاڠن دڠن تلوق ايت.,عسکري يڠ برتنتاڠن دڠن تلوق ايت,0.9074331795423407
دهنتر کلاوت٢ ايت کران ڤکرجأن,دهنتر کلاوت٢ ايت ݢران فکرجأن,0.9604948237441164
مڠاول برسام٢ دڠن عسکر٢ تنترا,مڠاول برسام٢ دڠن عسکر٢ تترا,0.9091296345849763
جݢأن ڤد سسبواه کمڤوڠ يڠ کچيل,جݢأن فد سبواه کمفوڠ يڠ کچل,0.9652887287589098
اورڠ لاݢي تله ڤاره ترچدرا.,اورڠ لاݢي تله فاره ترجدرا,0.972280593381406
سديکيت عسکر٢ لاوت چينا,سديکيت عسکر٢ لاوت چينا,0.8988271745675595
دان مڠهافوسکن فڠکل کجهاتن ايت,دان مڠهاوسکن فڠݢل کجهاتن ايت,0.9514071891903298
سيد سين تله مميکرکن مستحق,سيد سين تله مميکرکن مستحق,0.9965630142484115
جيمي دورنت,جيمي دورنت,0.8699985440642449
دان لاين٢ اهل٢ وايڠ يڠترکنل,دان لاين ٢ اهل٢ وايڠ يڠترکنل,0.9575196416964451
ددالم ساتو ݢمبر يڠ بسر کلوارن,ددالم ساتو کمبريڠ بسر کلوارڽ,0.8509036380412205
اسيه اد مڽالا لاݢي اڤيڽ دان تله,اسيه اد مڽالا لاݢي ائيڽ دان تله,0.8973857510488543
اري کراجأن تله مڠهنتر 4 اورڠ يڠ,ماري کراجأن تله مڠهنتر4 اورڠ يڠ,0.8998591319674758
ندي٢ سڤاي مننتوکن سبب دان,ندي٢ سڤاي مننتوکن سبب دان,0.9432830505471168
کن دمولاکن ڤد هاري ثلاث اوله,کن دمولاکن فد هاري ثلاث اوله,0.9653160691251998
تله دڤرتنجوقکن سڤرت,تله دفرتنجوقکن سڤرت,0.9270273347910595
کراجأن نݢري  ڤهڠ يڠ برسيدڠ بهارو٢,کراجأن نݢري اهڠ يڠبر سيدڠ بهارو٢,0.8558831705091009
ادڤون اݢام اسلام اين هڽاله,ادڤون اݢام اسلام اين مڽاله,0.9046356084079334
نانم ميت اسلام ددالم کمڤوڠڽ ايت,نانم ميت اسلام ددالم کمڤوڠ ايت,0.9131899995929682
ڠن نام فرض کفايه ايله سڤاي تيڤ٢,ڠن نام فرض کفايه ايله سڤاي تيفت٢,0.9881712674600359
افة برلاتيه کڤد تولڠ منولڠ مک واجب,الله برلاتيه کڤد تولڠ منولڠ مک واجب,0.8742954006921829
مقصودکن بهوا ڤيهق يڠبراد دانتارا,مقصودکن بهوا فيهق يڠبراد دانتارا,0.9107107270756281
صحابة٢ڽ يڠ کاي يڠ تيدق سکالي٢,سحابة٢ڽ يڠ کاي يڠ تيدق سکالي ٢,0.9388806404642718
جک تيدق اوله کران برساڠتن لوب,بک تيدق اوله کران برساڠتن لوب,0.9654050910906951
سمنجق تاهون ١٣٥٠ سڤاي ڤرجلانن,منجق تاهون٢٠١٣٥ سڤاي ڤرجلانن,0.8860650600003874
رس فطره ايت برجالن داتس لنداسن,برس فطره ايت برجالن داتس لنداسن,0.955615837281682
دکتاکن بهوا سبهاݢين بسر درڤد,دکتاکن بهوا سبهاݢين بسر درڤد,0.9947876600074701
ستڠه٢ تمڤتڽ ماسيه بربوت٢ دان,ستڠه٢ تمڤتڽ ماسيه بربرت٢ دان,0.9650212512542775
"منتأله ""کمشسترا"" سواة بوک يڠ",منتأنه کمشترا سواءة بوك يڠ,0.8319098304328876
ياس.,باس,0.3877749741077423
سکارڠ کيت تله مندڠر بهوا,سکارڠ کيت تله مندڠر بهوا,0.9957435738438877
يت تله منديريکن لمباݢ سڤاي,يت تله منديريکن لمباݢ سڤاي,0.9864103571529622
جالن شرع ڤد تولڠ منولڠ ايت,جالن شرع ءد تولڠ منولڠ ايت,0.917201444071592
دان ڤطره ددالم ڤهڠ اکن برجالن,دان ئطره ددالم لهڠ اکن برجالن,0.8819318458640135
سکالي جالن مڽمڤيکنڽ کڤد اورڠ٢,سکالي جالن بمفيکنڽ کڤد اورڠ ٢,0.8551689961274025
وله اݢام.,وله اݢام,0.9819844719939931
حاج محمد علي بن حاج علي,حاج محمد علي بن حاج علي,0.9664078185051307
جوݢ سليڤر٢,جوݢ سليڠ٢,0.9190047138686083
درڤد بندوڠ. سمارڠ دان سروباي.,درڤد بندوڠ سمارڠ دان سروباي,0.9604690655911468
سکارڠ اين دان يڠ جادي اساس,سکارڠ اين دان يڠ جادي انس,0.99464223127952
اڤ٢ يڠتله برلاکو دالم کراجأن رومان,اڤ٢ يڠمله برلاکو دالم کراجأن رومان,0.9087746272971678
برڤچه٢ منجادي ببراڤ ڤواق٢.قوم٢,برأچه٢ منجادي ببر筏ڤ فواق ٢ توم ٢,0.7144797132875479
مڠمباليکن سمولا فونچا تالي کراجأنڽ,مڠمباليکن سمولا فونچا تالي کراجأنڽ,0.9424373128215613
دڠن ماس داتڠڽ کمدين اي تله,دڠن ماس داتڠڽ کمدين اي تله,0.9755144097128972
ککوسوتن٢ عالم دان سسياڽ,ککوسوتن٢ عالم دان سياڽ,0.9557578030529986
ايله کران برجيبه دان رات برسلاهن٢,ايله کران برجيبه دان رات برسلاهن ٢,0.9329145408564962
کمدين اي برکات٢ برکنأن,کمدين اي برکات٢ برکنأن,0.9762232696582293
ڤرسيداڠن٢ڽ يڠترتنتو اونتوق ݢربت,ڤرسيداڠن٢ڽ يڠرتنتو اونتوق ݢربت,0.8562191158573711
بريتن دان ججاهن٢ ڤرنته تعلوق دان,بريتن دان ججاهن٢ ڤرته تعاوق دان,0.8916991942931077
جݢأنڽ دان فرسيداڠن٢ اية سنديريله,جݢأنڽ دان فرسيداڠ٢ اية سنديريله,0.9522185621359225
دالم ساتو بڠسا دان ساتو اومة دان,دالم ساتو بڠسا دان ساتو اومة دان,0.994656823649483
درڤد ايت اي تله مڠلوارکن فهم,درڤد ايت اي تله مڠلواکن فهم,0.9243229649581461
دڠن عالم اسلام يأيت اي عجائبکن,دڠن عالم اسلام يأيت اي عجاتبکن,0.9532081403634705
چيتا٢ دان تياد برفيکر کڤد ماس,چيتا٢ دان تياد برفيکر کڤد ماس,0.960193149126847
لنڽڤ اسلام دري اتس موک بومي ڤد,لنڽڤ اسلام دري انس موك بومي قد,0.8896639058429344
دسان ڤول اکن دباڠونکن تمڤت٢,دسان فول اکن دباڠونکن تمڤت٢,0.8456614004635254
(سمبوڠنڽ ڤد موک 15),سبوڠنڤد موك 15,0.771433209001033
اڤي سرت برکرسي ميجا دمان بوله,الفي سرت برکرسي ميجا دمان بوله,0.863248632152463
يڠبرتوکر٢ دڠن سنديريڽ. ڤد هاري,يڠبراترکر٢ دڠن سنديريڽ ڤد هاري,0.913926914062368
يڠتله دباڠونکن دسيڠاڤورا ڤرلمبأن,يڠتله دباڠونکن دسيڠاڤورا ڤرلمبأن,0.9608233464640294
دان ڤرلاونن تله دتتڤکن دان باڽق,دان ڤرلاونن تله دتثکن دان باڽق,0.872233251010963
رومه ݢيلا.,رومه زيلا,0.8242575082905744
دباڠونکن دسبله دنيا دسين. کيت,دباڠونکن دسبله دنيا دسين کيت,0.9371159160845932
ايت.,اتک,0.3700262684265412
(سمبوڠنڽ ڤد رواڠن سبله),سمبوڠنڤد رواڠن سبله,0.9072755248311365
سڤاي مڠورڠکن برت بدن ساي يڠ,سڤاي مڠورڠکن برت بدن ساي يڠ,0.9928325464212793
منچوب لاين٢ بندا تتاڤي تيدق برݢون,منچرب لاين٢ بندا تافي تيدق برݢن,0.9180882099417361
تله سوسوت سباڽق 5 ڤاون 4,تله سوسوت سبايق 5 فاون 4,0.9520753841662613
نايک تڠݢا سڤرت سئورڠ مودا.,نايک تڠݢا سڤرت سئورڠ مودا,0.9818400321397226
ادله مڠݢالقکن ليمڤا دان بواه٢ ڤيڠݢڠ,ادله مڠݢالقکن ليمڤا دان بواه٢ فيڠݢڠ,0.9482326840346247
کهنچڠن اير کنچيڠ يڠ ملمڤاوي يڠ,کهڽچڠن اير کنچيڠ يڠ ملمڤاوي يڠ,0.8833521447164172
اڤبل هيلڠ کهنچيڠن ايت مک,الايلجل هيڠ کهنچيڠن ايت مک,0.7501028717703625
دبنرکن نايک دڠن تياد بايران دان,دڽنرکن نايک دڠن تياد بايران دان,0.9377575964412529
ڤرکاکس يڠبهارو سکالي.,فرکاکس يڠبهارو سکالي,0.9893738246866798
کجادينڽ يڠکسڤوله مولاءي دري,کجادينڽ يڠکسڤوله مولاءي دري,0.9598424701341748
دهولو.,دموولوء,0.4237999505944995
دان سڤاي مڠالهکن سݢل,دان سڤاي مڠالهکن سݢل,0.9893088720380167
ڤربواتن يڠ سده٢ مک دڠن,لربواتن يڠ سده٢ مک دڠن,0.926816585787402
لاين درڤد وايڠ٢ چينا يڠساون ملايو,لاين درڤد وايڠ٢ چينا بڠساون ملايو,0.997041984113817
ايت تياد مڠواتکن اوله کران بودق,ايت تياد مڠواتکن اوله کران بودق,0.9976824249352548
ڤرمڤوان ايت دکتاکن تله برکأيتن,فرمڤوان ايت دکتاکن تله برکايتن,0.8909463490012977
مڠادکن تودهن٢ يڠ بوکن٢ لاݢي.,مڠادکن تودهن ٢ يڠ بوکن٢ لاݢي,0.950028648181648
جواتنکواس٢ ايران دان افغانستان,جواتنکواس ٢ ايران دان انڤانستان,0.8551788655289878
نݢري سمبيلن مک توان يڠتراوتام,نݢري سمبيلان مک توان يڠتراوتام,0.9761452071143951
دانتارا يڠ حاضر ايت ايله,دانتارا يڠ خاضر ايت ايله,0.8780586915760082
سمبيلن توان جي. اي. لندن ڤمڠکو,سمبيلن توان جي اي لندن ڤڠکو,0.9701337717239525
کبيليق مشوارت مک يڠبرحرمة ڤمڠکو,کيليق مشوارت مک يڠبرحربة لمڠکو,0.9411375205275172
ڤکرجأن انچي ءعبد الجليل دڠن بهاس,ڤکرجأن انچي عبد الجليل دڠن بهاس,0.9026006917012812
لڤس ايت ڤسورهجاي بسر تله,لڤس ايت فسورهjadi بسر تله,0.9147277672128865
الياس تله مڠوچڤکن تريما کاسيه کڤد,الياس تله مڠوچڤکن تريماکاسيه کڤد,0.9079317106238257
تنتڠ دائره يڠدجݢأيڽ ايت سرت,تتڠ دائره يڠدجݢاڽ ايت سرت,0.8983826755202875
يأيت تيݢ ڤرکارا يڠ مستحق يڠ,يأوت تيݢ فرکارا يڠ مستحق يڠ,0.9578029285308874
ڤاتوت کڤد سسئورڠ ڤݢاوي تنامن٢.,ڤاتوت کڤدسبئورڠ فݢاوي تنامن٢,0.9340943396356316
کلکوان سئورڠ بودق ڤرمڤوان,کلکوان سئورڠ بودق ڤرمڤوان,0.9505999956977819
بودق ڤرمڤوان چينا ڤرانقکن برعمر,بودق ڤرمڤوان چينا ڤرانقکن برعمر,0.9503795420054855
13 تاهون دري جݢأن ايبوبڤاڽ دبرتم,13 تاهرن دري جکأن ايبوبڤاڽ دبرتم,0.955749293537469
کمحکمه دائره دمان تودهن ايت,کمحکمه دائره دمان تودهن ايت,0.901141599322956
تله دڤيندا دان دجاديکن ملاريکن,تله دڤيندا دان دجاديکن ملاريکن,0.9783559608590344
سهاج. يڠددعوا تله مڠاکو ساله دان,تهاج يڠددعوا تله مڠاکو ساله دان,0.9717096313917806
اي تله دڤرانقکن دالور ݢاجه,اي تله دڤرانقکن دالور ݢاجه,0.933262118871464
ددالم جواتن کراجأن منجادي ڤنولڠ,ددالم جواتن کراجأن منجادي ڤنولڠ,0.9453760557758482
ڤيبرواري 1903 اي تله ماسوق کدالم,فيبرواري 1903 اي تله ماسوق کدالم,0.8692001913301585
ڤجابت تنامن٢ منجادي نائب,ڤجابت تنامن ٢ منجادي نائب,0.9075624692415659
دککلکنڽ سڤنجڠ٢ ڤکرجأنڽ ايت.,دککلکنڽ سڤنجڠ٢ فکرجأنڽ ايت,0.9405641585618868
ڤد ببراڤ کالي انچيء عبد الجليل,ڤدبيراڤ کالي انچي عبدالجليل,0.8493312110457372
تله ممبري ڤرتولڠن يڠ خاص ترڤوجي,تله ممبري فرتوڠن يڠ خاص ترڤوجي,0.9242035472399244
کڤد ڤجابت ايت. دالم تاهون 1914,کڤد فجابت ايت دالم تاهون 1914,0.958421338310141
جوݢ ڤد موسيم ڤادي دالم تاهون,جوݢ ڤد موسيم ڤادي دالم تاهون,0.9171239767254361
1924 دان 1925 قواتکواسڽ دان تيڠکه,1924 دان 1925 قواتکواسڽ دان تيڠکه,0.9717724515118296
ڤادي ايت. دڠن اجران دان تلادنڽ اي,ڤادي اوت دڠن اجران دان تلادنڽ اي,0.912327160367948
ڤمڠکو ڤݢاوي لوار تنامن٢ نݢري سمبيلن,ڤمڠکو 4ݢاوي لوارتنامن ٢نݢري سمبيلن,0.8841938024064412
بتول سڤاي بڠساڽ ايت ترڤندڠ,بتول سڤاي بڠساڽ ايت ترڤندڠ,0.9931142855369894
ترڤندڠ هيبت ددالم ميدان ڤڤراڠن,ترڤندڠ هيبت ددالم ميدان ڤڤراڠن,0.9647344839158628
اتو براختيار بتول سڤاي بڠساڽ ايت,اتو براختيار بتول سڤاي بڠساڽ ايت,0.9761430255445009
ممݢڠ تراجو ددالم ڤرچاتوران ڤرنيݢأن,ممݢڠ تراجو ددالم ڤرچاتوران ڤرنيݢأن,0.9099903631669117
بڠساڽ مناروه هارڤن مک ترجاتوه,بڠباڽ مناروه يدارڤن مک ترجاتوه,0.8274915704788087
سنديري اتو يڠ همڤير٢ دڠن تيدق,سنديري اتو يڠ همڤير٢ دڠن تيدق,0.9632879064850931
ممندڠ دکة اتو جاوه سبب مڠحرمتکن,ممندڠ دکة اتو جاومسبب مڠحرمتکن,0.971614375310757
برتمبه٢ فول هاروم باوڽ دان سماکين,برتبه٢ فول هاروم باوڽ دان سماکين,0.9024019253615195
سوبر فأئده يڠ دبواتڽ لمکلمأن,سوبر فأتده يڠ دبوتڽ لمکلدأن,0.803699716744983
برسيرقله دعالم يڠلواس اين کهيدوڤن,بربيرقله دءالم بڠلواس اين کهيدوڤن,0.9018328403981027
يڠ سجهترا دان ترايلوقله فراڠي٢ يڠ,يڠ سجهترا دان تراياوقله فراڠي٢ يڠ,0.9792631407248241
چمر دان برتمبه٢ چره عقل يڠ کام,چجر دان برتمبه٢ چ Jerhe عقل يڠ کام,0.8758118503572657
دان برنفسله يڠلمه دان انصافله يڠقوات,دان برتفسله يڠلبه دان انصافله يڠقوات,0.8625143502739131
ايت سام رات دان اتورانڽ ساتو هڠݢ,ايت سام رات دان اتورانڽ ساتو هڠݢ,0.9671171676999993
محمد صلى الله عليه وسلم ـ کڽتأن,محمد صلى الله عليه وسلم  کنتأن,0.8612847252484427
درڤد روم کيونان، تانه مصر حبشي,درڤد روم کيوتان تانه مصر جبشي,0.887142060890353
دان مڽرڠ ڤول لاوت ميره کتانه يمن,دان مڽرڠ ڤرل لاوت ميره کتانه يمن,0.8772336963438601
دان نجران يأيت جادي برسمڤادن,دان نجران يأيت جادي برسمڤادن,0.9372410683105522
عرب سلالو برجمڤا دڠن اورڠ٢ مسيحي,عرب سلاالو برجبڤادڠن اورڠ ٢ مسيحي,0.8672881535861043
سجوق کيمن دان ڤد موسيم ڤانس,سجوق کيمن دان ڤد موسيم فانس,0.9038314186705915
مماسوقکن ستڠه٢ يهودي يترب دان,ممابوقکن ستڠه٢ يهودي يترب دان,0.9789299041853705
دان اورڠ٢ ڤرسي ماکين برتمبه٢ قوات,دان اورڠ٢ رسي ماکين برتمبه٢ قوات,0.9541789937938171
مڽالهکن برهالا. مک تمبوهله دهاتي,مڽالهکن برهالا مک تمبوهله دهاتي,0.9679284327166673
اورڠ٢ عرب يڠمڽمبه برهالا ايت بنر,اورڠ ٢ عرب يڠڽمبه برهالايت بنر,0.9095485482219902
ترلوچوتله دري صنوباري مريکئيت,ترلوجوتلة دري صنوباري مريکئيت,0.9011476965172517
توان٢:ـ دسين دسبوتکن ڤول,توان٢ن دسين دسبوتکن ڤول,0.91364097992825
عبد شمس بن يسجب بن يعرب بن,عبد شمس بن يسجب بن يعرب بن,0.8545497824625781
مريکا منجاديکن اورڠ تاونن کران,مريکا منجاديکن اورڠ تاونن کران,0.9922017456748738
ادکه اي لاکي٢ اتو ڤرمفوان اتو بومي,ادکه اي لاکي ٢ اتوڤر مغوان اتو بومي,0.8660868705285861
اورڠ انق يڠديم ديمن انم اورڠ دان,اورڠ انق يڠديم ديمن انم اورڠ دان,0.9595203439319674
نينيق سکلين قبيله٢ اين دان ترماسوق,نينيق سکلين قبيله٢ اين دان ترماسوق,0.8994334131055743
التبابعة راج٢ يمن دان باقيس.,الاتباعة راج٢ يبن دان باقيس,0.804778118152303
ظاهر جنجوڠن کيت اوله سبأ سڤرت,ظاهر جنجوڠن کيت اوله سبأ سڤرت,0.9694800691641454
ددالم شعرڽ.,ددالم شعرڽ,0.908565197429342
نبي لايرخص في الحرام,نتي لايرخص فى الحرام,0.756297220800512
ويملک بعده منهم ملوک,ويملك بعده منهم ملوك,0.7513412312145243
يدينون العباد بغير ذام,يدينون العباد بغيرذام,0.8113610484882152
يڠڤرتام ـ جاوم ماسڽ درڤد زمان,يڠڤرتام ـ بجاوم ماسڽ درڤد زمان,0.8717255606756293
مڠتاکن شعير اين بوکن اي توانڽ.,مڠتاکن شعير اين بوکن اي توانڽ,0.9739273388183827
دان بربيذا ڤول کڽتأن اين درڤد,دان بريناڤول کڽتأن اين درلد,0.7553289101233926
الله صلى الله عليه وسلم يڠسأمڤام اين,الله صلى الله عليه وسلم يڠسألمڤام اين,0.8929252724238802
تيدق شک لاݢي داتڠڽ ايت ملينکن,تيدقشک لارݢ داتڠڽ اين تاينکن,0.908737210547631
دڠن جالن وحي دان کادأنڽ سروڤ,دڠن جالن وحي دان کادأنڽ سروف,0.9921031436391908
لمابين يدي من التوراة ومبشرا برسول,لمابين يدي من التوراة ومبشار ابرسول,0.8673703315935056
ساي ممنتأ معاف مان٢ يڠ ساله,ساي ممنتأ معاف مان٢ يڠ ساله,0.9493338888757437
ف.ف.س.,فڠ فيبس,0.5795417522947635
مڽتاکن کفد اوتوسن ملايو,مستتين تقد ارتين سين ملايوي,0.6424613799285002
منيلا 13 اوݢس ة ــ يڠ اکن دبري اوله,منيلا 13 اوکسة  يڠ اکن دبري اوله,0.9416614318092034
اوفريشن سنجات,اوڤريشن سنڠح,0.745392815687635
سمسيڠ يڠ دانجورکن دالم,مسبح يڠ دانجرکن دام,0.5226983375199763
توان سيد علي السقاف،,توان سيد على السقاف,0.8322188537449348
سئورڠ ݢورو اݢام,سئورڠ ککورو اکام,0.8632509940937121
جوݢ ببراف بواه کمفوڠ,جوݢ ببراف بواه کمڤو,0.8904204238128847
جروراوة٢ ملايو اين اکن,حورونو ة ملايو اينن اکن,0.5507446479865351
موده ميسوايکن ديري مريک,موده ميسرايڠن دينري مريک,0.729291052999674
دري حال ملايا، تتافي کتاڽ،,دري حال ملايا تتافي کان,0.9013579027924347
"""کيت دافة مليهة باڽق",كيت دافعة مليهة باين,0.6884626878901794
کتاڽ.,کنان,0.623961100038041
"""کبيباسن دان ديموقراسي تله",کربريسان دان دبرفراسي لله,0.6322865699031811
دان اورڠ٢ يڠ سايڠکن,دال اوڠ٢ يڠ سايکسن,0.7860780138988163
کتاڽ، اورڠ٢ يڠ مننتڠ,کسن ابورڠ٢ نڠ منڠ,0.6924360739706711
ا. عبدالواحد منمبهکات،,عبدالواحد منمبنسات,0.6235420846991848
کمدين برچنتوم دڠن بهاݢين,کمدي برجنتوم دن باکين,0.7791703070666637
کرس انتوق منوبهکن سبواه چواڠن انتو يڠ لاين دسيني,کرس التوق منوبکن سبويه چواتن انتو يڠ لاين دين سيتي,0.8061476860645198
هندق منچاري فکرجأن اتو ماهو مناورکن ديري انتوق بکرج منچاري سوداراء منچاري,هندق منجاري فركجان اتو ماغو مناورن ديري التوق بکرj منچاري سودانی منچارين,0.7182645236572304
فرادوان بينتڠ راديو يڠ,ف ادوان بيينڠ رادو بل,0.7357913917666187
تله دسقسيکن همفير سريبو,تله دستيکن مڠfer سر بيج,0.7401922426075145
کفرچيأن ايت.,کمرچينيا ايت,0.6401299887835551
دي مندعوا لاݢي، فردان,دي مندعوا لاݢي ڤردان,0.8468463102915297
منتري تله فرنه برکات بهوا,ممبري تله فرنه برکات بهوا,0.8239309399327831
